"","INSTNM","CITY","STABBR","ZIP","CONTROL","ADM_RATE","SAT_AVG","TUITIONFEE_IN","TUITIONFEE_OUT","UGDS","REGION","DEP_INC_PCT_H2","MD_INC_WDRAW_2YR_TRANS_YR4_RT","IND_COMP_4YR_TRANS_YR4_RT","SD_EARN_WNE_P10","FEMALE_WDRAW_4YR_TRANS_YR6_RT","LO_INC_COMP_2YR_TRANS_YR3_RT","NOLOAN_COMP_ORIG_YR4_RT","OPENADMP","PELL_COMP_4YR_TRANS_YR3_RT","DEATH_YR2_RT","NOLOAN_UNKN_ORIG_YR2_RT","NOT1STGEN_WDRAW_ORIG_YR6_RT","HI_INC_YR8_N","CUML_DEBT_P90","C100_L4"
"4564","New Dimensions School of Hair Design","Joplin","MO","64801-5017",3,"NULL","NULL","NULL","NULL","21",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0909"
"4565","Forbes Road Career and Technology Center","Monroeville","PA","15146",1,"NULL","NULL","NULL","NULL","5",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.8889"
"4566","Jna Institute of Culinary Arts","Philadelphia","PA","19146",3,"NULL","NULL","12725","12725","46",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3929"
"4567","Cortiva Institute-Seattle","Seattle","WA","98109",3,"NULL","NULL","NULL","NULL","113",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6842"
"4568","Putnam Career and Technical Center","Eleanor","WV","25070-0640",1,"NULL","NULL","NULL","NULL","66",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7273"
"4569","Argosy University-Northern Virginia","Arlington","VA","22209",3,"NULL","NULL","13438","13438","48",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4570","Crawford County Career and Technical Center Practical Nursing Program","Meadville","PA","16335",1,"NULL","NULL","NULL","NULL","28",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6"
"4571","Texas College of Cosmetology-San Angelo","San Angelo","TX","76904",3,"NULL","NULL","NULL","NULL","63",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.404"
"4572","Beauty Schools of America-Hialeah","Hialeah","FL","33012",3,"NULL","NULL","NULL","NULL","322",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1353"
"4573","Automeca Technical College-Bayamon","Bayamon","PR","961",3,"NULL","NULL","7441","7441","528",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5851"
"4574","Automeca Technical College-Caguas","Caguas","PR","725",3,"NULL","NULL","7441","7441","190",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6632"
"4575","Automeca Technical College-Ponce","Ponce","PR","731",3,"NULL","NULL","7441","7441","230",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5738"
"4576","Centura College-Chesapeake","Chesapeake","VA","23320",3,"NULL","NULL","16637","16637","190",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4577","University of Phoenix-Hawaii","Honolulu","HI","96813-3800",3,"NULL","NULL","9900","9900","661",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4578","Cortiva Institute-Miami","Miami","FL","33126",3,"NULL","NULL","NULL","NULL","138",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7165"
"4579","Prism Career Institute-Cherry Hill","Cherry Hill","NJ","8002",3,"NULL","NULL","NULL","NULL","69",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.4091"
"4580","Southwest College of Naturopathic Medicine & Health Sciences","Tempe","AZ","85282",2,"NULL","NULL","NULL","NULL","NULL",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4581","Escuela de Peritos Electricistas de Isabela Inc","Isabela","PR","662",3,"NULL","NULL","NULL","NULL","61",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.8103"
"4582","Virginia College-Birmingham","Birmingham","AL","35209",3,"NULL","NULL","NULL","NULL","2083",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4583","Virginia College-Huntsville","Huntsville","AL","35801",3,"NULL","NULL","NULL","NULL","491",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4584","Yeshiva D'monsey Rabbinical College","Monsey","NY","10952",2,"0.5122","NULL","6800","6800","70",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4585","Lincoln Technical Institute-Mahwah","Mahwah","NJ","7430",3,"NULL","NULL","NULL","NULL","865",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2182"
"4586","Career Technical Institute","Washington","DC","20005",3,"NULL","NULL","NULL","NULL","387",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5909"
"4587","Northwest Vista College","San Antonio","TX","78251",1,"NULL","NULL","2760","13770","12734",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1256"
"4588","Oconee Fall Line Technical College","Sandersville","GA","31082",1,"NULL","NULL","2674","4810","1100",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2"
"4589","York County Community College","Wells","ME","4090",1,"NULL","NULL","3570","6330","1177",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.067"
"4590","Northeast Technology Center-Afton","Afton","OK","74331",1,"NULL","NULL","NULL","NULL","157",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7361"
"4591","Western Suffolk BOCES","Northport","NY","11768",1,"NULL","NULL","NULL","NULL","265",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7195"
"4592","Arkansas State University-Mountain Home","Mountain Home","AR","72653",1,"NULL","NULL","2832","4440","1016",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.445"
"4593","Columbia Gorge Community College","The Dalles","OR","97058",1,"NULL","NULL","4248","8784","661",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.075"
"4594","Arizona State University-Polytechnic","Mesa","AZ","85212",1,"0.7628","1193","10301","26038","4224",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4595","Colleen O'Haras Beauty Academy","Santa Ana","CA","92701-0000",3,"NULL","NULL","NULL","NULL","84",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.02"
"4596","Bakke Graduate University","Dallas","TX","75243-7039",2,"NULL","NULL","NULL","NULL","NULL",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4597","Tillamook Bay Community College","Tillamook","OR","97141",1,"NULL","NULL","3852","4572","227",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1489"
"4598","Argosy University-Schaumburg","Schaumburg","IL","60173-5403",3,"NULL","NULL","13438","13438","38",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4599","Manhattan School of Computer Technology","Brooklyn","NY","11230-1401",2,"NULL","NULL","NULL","NULL","619",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6997"
"4600","Ross College-Hopkinsville","Hopkinsville","KY","42240-4948",3,"NULL","NULL","NULL","NULL","73",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.4571"
"4601","Indian Capital Technology Center-Sallisaw","Sallisaw","OK","74955",1,"NULL","NULL","NULL","NULL","174",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.9024"
"4602","Indian Capital Technology Center-Stilwell","Stilwell","OK","74960",1,"NULL","NULL","NULL","NULL","137",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.9333"
"4603","Hairitage Hair Academy","Saint George","UT","84770-0000",3,"NULL","NULL","NULL","NULL","49",7,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.8596"
"4604","Cadillac Institute of Cosmetology","Cadillac","MI","49601-1800",3,"NULL","NULL","NULL","NULL","9",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3333"
"4605","Arizona College-Glendale","Glendale","AZ","85302",3,"NULL","NULL","15524","15524","535",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.4024"
"4606","Vanguard-Sentinel Adult Career and Technology Center","Fremont","OH","43420",1,"NULL","NULL","NULL","NULL","38",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7895"
"4607","House of Heavilin Beauty College-Raymore","Raymore","MO","64083-9195",3,"NULL","NULL","NULL","NULL","24",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2353"
"4608","Living Arts College","Raleigh","NC","27614-7076",3,"0.8291","NULL","17104","17104","263",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4609","New York Conservatory for Dramatic Arts","New York","NY","10011-4225",3,"0.9534","NULL","33242","33242","237",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","0.2414"
"4610","Eastern International College-Jersey City","Jersey City","NJ","7306",3,"NULL","NULL","21225","21225","230",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4611","Academia Serrant Inc","Ponce","PR","00717-1568",3,"NULL","NULL","NULL","NULL","319",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6968"
"4612","Champion Institute of Cosmetology","Palm Springs","CA","92264",3,"NULL","NULL","NULL","NULL","57",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1622"
"4613","Pacific College","Costa Mesa","CA","92626",3,"NULL","NULL","NULL","NULL","350",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4614","American College of Healthcare and Technology","Riverside","CA","92505",3,"NULL","NULL","NULL","NULL","65",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5389"
"4615","Compu-Med Vocational Careers Corp","Hialeah","FL","33012-4861",3,"NULL","NULL","NULL","NULL","647",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7821"
"4616","Advantage Technical College","Manati","PR","674",3,"NULL","NULL","NULL","NULL","95",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7297"
"4617","Midwestern University-Glendale","Glendale","AZ","85308",2,"NULL","NULL","NULL","NULL","NULL",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4618","Oregon Coast Community College","Newport","OR","97366",1,"NULL","NULL","4140","8280","419",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1702"
"4619","Gwinnett College-Sandy Springs","Sandy Springs","GA","30328",3,"NULL","NULL","NULL","NULL","114",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.75"
"4620","Lincoln Technical Institute-Brockton","Brockton","MA","02301-1818",3,"NULL","NULL","NULL","NULL","136",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1477"
"4621","Mildred Elley-Pittsfield Campus","Pittsfield","MA","01201-5300",3,"NULL","NULL","13845","13845","252",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2273"
"4622","Embry-Riddle Aeronautical University-Worldwide","Daytona Beach","FL","32114-3900",2,"0.6327","NULL","9000","9000","10256",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4623","Merkaz Bnos-Business School","Brooklyn","NY","11214",2,"0.8864","NULL","NULL","NULL","73",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","0.7636"
"4624","Lia Schorr Institute of Cosmetic Skin Care Training","New York","NY","10019",3,"NULL","NULL","NULL","NULL","11",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6"
"4625","CET-Alexandria","Alexandria","VA","22312",2,"NULL","NULL","NULL","NULL","114",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0357"
"4626","Aviation Institute of Maintenance-Chesapeake","Chesapeake","VA","23320",3,"NULL","NULL","16757","16757","183",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7857"
"4627","Centura College-Richmond Main","Richmond","VA","23235-5250",3,"NULL","NULL","16337","16337","98",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.9333"
"4628","Osceola Technical College","Kissimmee","FL","34744",1,"NULL","NULL","NULL","NULL","408",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5306"
"4629","Miami Ad School-Wynwood","Miami","FL","33127",3,"NULL","NULL","19400","19400","146",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4630","Green Country Technology Center","Okmulgee","OK","74447-1217",1,"0.9672","NULL","NULL","NULL","78",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","0.5938"
"4631","Nova College de Puerto Rico","Bayamon","PR","960",3,"NULL","NULL","NULL","NULL","206",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3269"
"4632","John Wesley International Barber and Beauty College","Long Beach","CA","90813",3,"NULL","NULL","NULL","NULL","93",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0909"
"4633","Platt College-Lawton","Lawton","OK","73501",3,"NULL","NULL","NULL","NULL","227",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.4286"
"4634","Southeastern College-West Palm Beach","West Palm Beach","FL","33409",3,"NULL","NULL","19024","19024","499",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7153"
"4635","Ottawa University-Milwaukee","Brookfield","WI","53005",2,"NULL","NULL","NULL","NULL","166",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4636","Argosy University-Tampa","Tampa","FL","33607",3,"NULL","NULL","13438","13438","129",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4637","The Illinois Institute of Art-Schaumburg","Schaumburg","IL","60173-4913",3,"NULL","NULL","17482","17482","382",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4638","Klamath Community College","Klamath Falls","OR","97603-7121",1,"NULL","NULL","4170","6978","1181",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1359"
"4639","The Art Institute of Phoenix","Phoenix","AZ","85021-2859",3,"NULL","NULL","17410","17410","652",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4640","L3 Commercial Training Solutions Airline Academy","Sanford","FL","32773",3,"NULL","NULL","NULL","NULL","302",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3371"
"4641","American College of Acupuncture and Oriental Med","Houston","TX","77063-4104",3,"NULL","NULL","NULL","NULL","NULL",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4642","AOMA Graduate School of Integrative Medicine","Austin","TX","78745",3,"NULL","NULL","NULL","NULL","NULL",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4643","Urban College of Boston","Boston","MA","2116",2,"NULL","NULL","7124","7124","623",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4644","Branford Hall Career Institute-Windsor Campus","Windsor","CT","6095",3,"NULL","NULL","NULL","NULL","83",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.4035"
"4645","Golf Academy of America-Orlando","Apopka","FL","32703",3,"NULL","NULL","NULL","NULL","115",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.4648"
"4646","Golf Academy of America-Phoenix","Chandler","AZ","85225",3,"NULL","NULL","NULL","NULL","107",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7053"
"4647","Strayer University-Maryland","Suitland","MD","20746",3,"NULL","NULL","13857","13857","2286",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4648","Empire Beauty School-Bordentown","Bordentown","NJ","8505",3,"NULL","NULL","NULL","NULL","91",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0"
"4649","Empire Beauty School-Monroeville","Monroeville","PA","15146-2229",3,"NULL","NULL","NULL","NULL","119",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0"
"4650","Southern Careers Institute-San Antonio","San Antonio","TX","78221",3,"NULL","NULL","NULL","NULL","452",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.584"
"4651","Cortiva Institute-Virginia","Charlottesville","VA","22901",3,"NULL","NULL","NULL","NULL","60",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7255"
"4652","Cayce/Reilly School of Massage","Virginia Beach","VA","23451",2,"NULL","NULL","NULL","NULL","28",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.9355"
"4653","CET-Sacramento","Sacramento","CA","95828",2,"NULL","NULL","NULL","NULL","90",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5472"
"4654","Prism Career Institute-West Atlantic City","West  Atlantic City","NJ","8232",3,"NULL","NULL","NULL","NULL","68",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5729"
"4655","The Creative Center","Omaha","NE","68164",3,"0.6512","NULL","27700","27700","51",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4656","Studio Jewelers","New York","NY","10016-4112",3,"NULL","NULL","NULL","NULL","34",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.898"
"4657","Praxis Institute","Miami","FL","33135",3,"NULL","NULL","NULL","NULL","404",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.9094"
"4658","San Juan Bautista School of Medicine","Caguas","PR","00725-4968",2,"1","NULL","9172","15022","37",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
